DBMS	RUNID	QUERYNUM	UPPER_CARD	LOWER_CARD	UPPER_GEN	LOWER_GEN	UPPER_PLAN	LOWER_PLAN	UPPER_CQT	LOWER_CQT	UPPER_GEN_TXT	LOWER_GEN_TXT
oracle	228	7	1420000	1410000	4	4	-2609668575164391510	8475365529493070250	1772.5	2022.5	HASH JOIN,SELECT STATEMENT,SORT	HASH JOIN,SELECT STATEMENT,SORT
oracle	228	9	30000	20000	3	5	-3423620555586785462	7418184152448613642	30	20	HASH,HASH JOIN,SELECT STATEMENT	HASH,HASH JOIN,SELECT STATEMENT,VIEW
oracle	228	18	1430000	1420000	2	2	8219517715094908982	-8861477191506388570	995	835	HASH JOIN,SELECT STATEMENT	HASH JOIN,SELECT STATEMENT
oracle	228	28	810000	800000	4	4	5864773954018441418	-2878666636852643846	995	820	HASH JOIN,SELECT STATEMENT,SORT	HASH JOIN,SELECT STATEMENT,SORT
oracle	228	29	30000	20000	3	3	9044681698863327562	-3423620555586785462	20	20	HASH,HASH JOIN,SELECT STATEMENT	HASH,HASH JOIN,SELECT STATEMENT
oracle	228	29	1290000	1280000	5	5	6840889492127625770	7418184152448613642	2857.5	2337.5	HASH,HASH JOIN,SELECT STATEMENT,VIEW	HASH,HASH JOIN,SELECT STATEMENT,VIEW
oracle	228	33	1280000	1270000	2	2	-7133638344136582378	-3376869208839423434	720	460	HASH JOIN,SELECT STATEMENT	HASH JOIN,SELECT STATEMENT
oracle	228	36	80000	70000	2	2	6639998699893183398	1802138631978462182	190	190	HASH JOIN,SELECT STATEMENT	HASH JOIN,SELECT STATEMENT
oracle	228	38	760000	750000	2	2	353366694984426678	-1529654925054579338	455	650	HASH JOIN,SELECT STATEMENT	HASH JOIN,SELECT STATEMENT
oracle	228	46	950000	940000	4	4	8139499816344286826	4005993874666989162	1070	1082.5	HASH JOIN,SELECT STATEMENT,SORT	HASH JOIN,SELECT STATEMENT,SORT
oracle	228	53	390000	380000	2	2	-6195611934159216506	4652696095151049006	230	240	HASH JOIN,SELECT STATEMENT	HASH JOIN,SELECT STATEMENT
oracle	228	53	1440000	1430000	2	2	-5743149896683183466	-8054242574323424106	630	517.5	HASH JOIN,SELECT STATEMENT	HASH JOIN,SELECT STATEMENT
oracle	228	54	80000	70000	2	2	7556910687371069030	-7996860466536953674	30	30	HASH JOIN,SELECT STATEMENT	HASH JOIN,SELECT STATEMENT
oracle	228	54	1270000	1260000	2	2	-8161154290888938186	-773152506209615914	460	470	HASH JOIN,SELECT STATEMENT	HASH JOIN,SELECT STATEMENT
oracle	228	57	100000	90000	2	2	6811067264696790398	-4013740059436828810	100	130	HASH JOIN,SELECT STATEMENT	HASH JOIN,SELECT STATEMENT
oracle	228	58	560000	550000	2	2	-8861477191506388570	268103042116855438	330	340	HASH JOIN,SELECT STATEMENT	HASH JOIN,SELECT STATEMENT
oracle	228	67	730000	720000	4	4	-6555785373796107958	-5989605910224252598	760	740	HASH JOIN,SELECT STATEMENT,SORT	HASH JOIN,SELECT STATEMENT,SORT
oracle	228	68	950000	940000	4	4	430952596646290858	6528996743560842666	1160	1100	HASH JOIN,SELECT STATEMENT,SORT	HASH JOIN,SELECT STATEMENT,SORT
oracle	228	75	730000	720000	2	2	947151703551086390	3747843752616656662	290	530	HASH JOIN,SELECT STATEMENT	HASH JOIN,SELECT STATEMENT
oracle	228	76	720000	710000	2	2	5150364605435728854	4429721703359438182	500	930	HASH JOIN,SELECT STATEMENT	HASH JOIN,SELECT STATEMENT
oracle	228	77	940000	930000	2	2	7940468889816375814	-3619146186813059130	665	645	HASH JOIN,SELECT STATEMENT	HASH JOIN,SELECT STATEMENT
oracle	228	78	1930000	1920000	2	2	1413879966994826038	-4854782919639115722	1430	1250	HASH JOIN,SELECT STATEMENT	HASH JOIN,SELECT STATEMENT
oracle	228	81	910000	900000	3	3	163786565317785034	-6797297641492419430	540	535	HASH,HASH JOIN,SELECT STATEMENT	HASH,HASH JOIN,SELECT STATEMENT
oracle	228	84	910000	900000	5	5	-2347588690452904918	1696034550286496042	1075	1025	HASH,HASH JOIN,SELECT STATEMENT,VIEW	HASH,HASH JOIN,SELECT STATEMENT,VIEW
oracle	228	85	1220000	1210000	5	3	-2139528059404031606	-8411125660868423798	1292.5	1040	HASH,HASH JOIN,SELECT STATEMENT,VIEW	HASH,HASH JOIN,SELECT STATEMENT
oracle	228	87	490000	480000	3	3	1857506928791898570	-3936435735138135622	580	470	HASH,HASH JOIN,SELECT STATEMENT	HASH,HASH JOIN,SELECT STATEMENT
oracle	228	89	30000	20000	3	5	-3423620555586785462	7418184152448613642	20	20	HASH,HASH JOIN,SELECT STATEMENT	HASH,HASH JOIN,SELECT STATEMENT,VIEW
oracle	228	93	760000	750000	2	2	4011132575839898838	-1600385480851208090	332.5	332.5	HASH JOIN,SELECT STATEMENT	HASH JOIN,SELECT STATEMENT
oracle	228	94	540000	530000	2	2	7590067425764808742	238072117893499406	250	190	HASH JOIN,SELECT STATEMENT	HASH JOIN,SELECT STATEMENT
db2	439	1	920000	910000	5	5	8483847345039998304	-4263786619372374944	1870	1835	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	1	1080000	1070000	5	5	8483847345039998304	3885867584513588832	2020	2015	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	1	1130000	1120000	5	5	3885867584513588832	8483847345039998304	2030	2030	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	1	1150000	1140000	5	5	8483847345039998304	3885867584513588832	2020	2040	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	1	1200000	1190000	5	5	3885867584513588832	8483847345039998304	2040	2050	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	1	1340000	1330000	5	5	3885867584513588832	8483847345039998304	2070	2065	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	1	1370000	1360000	5	5	3885867584513588832	8483847345039998304	2060	2060	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	2	880000	870000	5	5	73489948638397792	62355100723477856	995	1160	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	2	920000	910000	5	5	62355100723477856	-4026634461117954720	1240	940	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	2	1070000	1060000	5	5	9069703282756985184	7753461483159892320	1200	1030	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	2	1090000	1080000	5	5	7753461483159892320	7753461483159892320	1060	1050	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	2	1200000	1190000	5	5	9069703282756985184	7753461483159892320	1290	1130	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	2	1500000	1490000	5	5	7753461483159892320	9069703282756985184	1370	1490	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	2	1760000	1750000	5	5	9069703282756985184	7753461483159892320	1690	1560	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	2	1780000	1770000	5	5	7753461483159892320	9069703282756985184	1580	1710	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	3	280000	270000	5	5	4763803552871309152	-6677760485700701856	180	210	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	3	290000	280000	5	5	-6677760485700701856	4763803552871309152	235	180	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	3	320000	310000	5	5	-6677760485700701856	4763803552871309152	270	205	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	5	1660000	1650000	8	5	1573307007117184224	4763803552871309152	2045	2370	FILTER,GRPBY,HSJOIN,MSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	8	770000	760000	5	5	4763803552871309152	9017726431790484832	630	840	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	8	900000	890000	5	5	9017726431790484832	9017726431790484832	1060	1050	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	8	1030000	1020000	5	5	4763803552871309152	9017726431790484832	975	1300	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	8	1990000	1980000	8	8	1573307007117184224	1573307007117184224	2380	2350	FILTER,GRPBY,HSJOIN,MSJOIN,RETURN,SORT,TBSCAN	FILTER,GRPBY,HSJOIN,MSJOIN,RETURN,SORT,TBSCAN
db2	439	9	1010000	1000000	5	5	6167401955757953376	-8027400638326634144	1520	1085	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	9	1030000	1020000	5	5	-8027400638326634144	6167401955757953376	1105	1530	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	9	1070000	1060000	5	5	-8027400638326634144	6167401955757953376	1130	1570	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	9	1080000	1070000	5	5	6167401955757953376	-8027400638326634144	1590	1130	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	9	1200000	1190000	5	5	-8027400638326634144	6167401955757953376	1225	1700	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	9	1250000	1240000	5	5	6167401955757953376	6167401955757953376	1750	1745	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	9	1260000	1250000	5	5	-8027400638326634144	6167401955757953376	1260	1750	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	9	1380000	1370000	5	5	-8027400638326634144	6167401955757953376	1340	1870	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	9	1410000	1400000	5	5	6167401955757953376	-8027400638326634144	1915	1360	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	9	1460000	1450000	5	5	-8027400638326634144	6167401955757953376	1400	1950	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	9	1580000	1570000	5	5	6167401955757953376	-8027400638326634144	2085	1470	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	9	1830000	1820000	5	5	-8027400638326634144	-8027400638326634144	1660	1645	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	10	200000	190000	3	3	8269501330624139104	-2606508093910334816	70	65	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	439	11	890000	880000	5	5	-8771952690345498272	-3121858460397009568	1480	1315	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	13	730000	720000	3	3	231821748487181984	8189058987087442624	470	525	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	439	14	1000000	990000	3	3	-2179353667359489952	-7435514676055586240	950	490	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	439	17	1000000	990000	3	3	1099097012468124384	6860240082064478240	335	510	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	439	18	1300000	1290000	3	3	-1130948167030715040	5391380981815587744	1160	930	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	439	19	730000	720000	5	5	190198085853488736	6116340354754539872	870	820	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	23	920000	910000	5	5	8483847345039998304	-4263786619372374944	1870	1840	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	25	1940000	1930000	6	6	8735306305251179104	8735306305251179104	1000	1000	HSJOIN,IXSCAN,RETURN,TBSCAN	HSJOIN,IXSCAN,RETURN,TBSCAN
db2	439	27	250000	240000	8	8	-3107711558980687392	7595830223317887712	260	290	FILTER,GRPBY,HSJOIN,IXSCAN,MSJOIN,RETURN,SORT,TBSCAN	FILTER,GRPBY,HSJOIN,IXSCAN,MSJOIN,RETURN,SORT,TBSCAN
db2	439	27	1010000	1000000	6	6	2575724793799625184	-8789163346752674080	1230	1145	GRPBY,HSJOIN,IXSCAN,RETURN,TBSCAN	GRPBY,HSJOIN,IXSCAN,RETURN,TBSCAN
db2	439	30	320000	310000	5	5	-6677760485700701856	4763803552871309152	170	180	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	31	1010000	1000000	5	5	-4790471381429848736	3005612435019703648	1460	1470	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	34	360000	350000	9	9	-6333666514848056992	8987076379389072352	500	520	FETCH,FILTER,GRPBY,HSJOIN,IXSCAN,MSJOIN,RETURN,SORT,TBSCAN	FETCH,FILTER,GRPBY,HSJOIN,IXSCAN,MSJOIN,RETURN,SORT,TBSCAN
db2	439	34	1000000	990000	4	4	6005988664641924064	5687550346513536096	1000	940	GRPBY,HSJOIN,RETURN,TBSCAN	GRPBY,HSJOIN,RETURN,TBSCAN
db2	439	34	1010000	1000000	4	4	-1319891992193920800	6005988664641924064	930	1000	GRPBY,HSJOIN,RETURN,TBSCAN	GRPBY,HSJOIN,RETURN,TBSCAN
db2	439	35	650000	640000	8	8	6788946326320991456	4589592610900651232	1205	650	FILTER,GRPBY,HSJOIN,IXSCAN,MSJOIN,RETURN,SORT,TBSCAN	FILTER,GRPBY,IXSCAN,MSJOIN,RETURN,SORT,TBSCAN
db2	439	35	730000	720000	8	8	-4672275524571345696	6788946326320991456	1210	1280	FILTER,GRPBY,HSJOIN,IXSCAN,MSJOIN,RETURN,SORT,TBSCAN	FILTER,GRPBY,HSJOIN,IXSCAN,MSJOIN,RETURN,SORT,TBSCAN
db2	439	36	610000	600000	6	6	-7010550721405425952	3681236430937551584	770	710	GRPBY,HSJOIN,IXSCAN,RETURN,TBSCAN	GRPBY,HSJOIN,IXSCAN,RETURN,TBSCAN
db2	439	36	1010000	1000000	6	6	-3408749376163733280	-8890501403533909792	1280	1390	GRPBY,HSJOIN,IXSCAN,RETURN,TBSCAN	GRPBY,HSJOIN,IXSCAN,RETURN,TBSCAN
db2	439	41	410000	400000	5	5	-5493717588529050272	-5493717588529050272	380	370	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	41	550000	540000	5	5	-5493717588529050272	2748372304685851488	525	545	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	41	1240000	1230000	5	5	2695391409335607648	4993976822205043552	1540	1545	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	41	1250000	1240000	5	5	2695391409335607648	2695391409335607648	1550	1540	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	41	1510000	1500000	5	5	4993976822205043552	2695391409335607648	1345	1840	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	41	1610000	1600000	5	5	2695391409335607648	4993976822205043552	1960	1390	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	41	1940000	1930000	5	5	4993976822205043552	4993976822205043552	1595	1580	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	41	1970000	1960000	5	5	2695391409335607648	4993976822205043552	2380	1585	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	41	1980000	1970000	5	5	4993976822205043552	2695391409335607648	1610	2380	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	42	170000	160000	8	8	-7928444028357383840	-1468991499971709600	270	260	FILTER,GRPBY,HSJOIN,IXSCAN,MSJOIN,RETURN,SORT,TBSCAN	FILTER,GRPBY,HSJOIN,IXSCAN,MSJOIN,RETURN,SORT,TBSCAN
db2	439	44	440000	430000	6	8	-7458972852655481440	5050764702357159328	660	570	HSJOIN,IXSCAN,RETURN,TBSCAN	FILTER,HSJOIN,IXSCAN,MSJOIN,RETURN,SORT,TBSCAN
db2	439	45	1380000	1370000	5	5	-6521624637443731104	2674334883609087840	1075	1060	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	47	190000	180000	3	3	8515245752388713696	8515245752388713696	160	150	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	439	47	280000	270000	3	3	8515245752388713696	7724595746652993312	170	155	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	439	47	1970000	1960000	3	3	8515245752388713696	7724595746652993312	1600	980	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	439	49	830000	820000	5	5	3005612435019703648	-3323351637361299104	1235	1070	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	54	1010000	1000000	5	5	7720063130131052896	5454323360872512352	1175	1140	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	57	1380000	1370000	5	5	5224150091538777952	9123633194714016608	1780	1830	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	58	1940000	1930000	5	5	4763803552871309152	4763803552871309152	2480	2450	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	61	1010000	1000000	6	6	6924426664514893728	7919120746442089312	510	780	HSJOIN,IXSCAN,RETURN,TBSCAN	HSJOIN,IXSCAN,RETURN,TBSCAN
db2	439	64	870000	860000	5	5	-8672281388704363680	6343049675761481056	950	1050	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	64	1770000	1760000	5	5	-1737318557098691232	-8672281388704363680	4200	3860	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	64	1960000	1950000	5	5	-1737318557098691232	3720210051565055328	4785	3950	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	64	1980000	1970000	5	5	3720210051565055328	-1737318557098691232	4045	4805	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	70	260000	250000	3	3	2660673415345483520	4041717584945156512	220	110	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	439	72	1040000	1030000	5	5	-1737318557098691232	-6027398650758265504	1550	1350	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	72	1240000	1230000	5	5	-1737318557098691232	-6027398650758265504	2000	1770	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	78	1800000	1790000	3	3	-3574058464196825248	363993050462931808	1080	760	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	439	81	1510000	1500000	8	5	-535077561856144160	8083383513364144480	1980	2080	FILTER,GRPBY,HSJOIN,MSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	81	1660000	1650000	8	5	-535077561856144160	8083383513364144480	2145	2195	FILTER,GRPBY,HSJOIN,MSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	81	1770000	1760000	8	8	-535077561856144160	-535077561856144160	2240	2240	FILTER,GRPBY,HSJOIN,MSJOIN,RETURN,SORT,TBSCAN	FILTER,GRPBY,HSJOIN,MSJOIN,RETURN,SORT,TBSCAN
db2	439	81	1830000	1820000	8	8	-535077561856144160	-535077561856144160	2280	2280	FILTER,GRPBY,HSJOIN,MSJOIN,RETURN,SORT,TBSCAN	FILTER,GRPBY,HSJOIN,MSJOIN,RETURN,SORT,TBSCAN
db2	439	81	1840000	1830000	5	8	8083383513364144480	-535077561856144160	2345	2280	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	FILTER,GRPBY,HSJOIN,MSJOIN,RETURN,SORT,TBSCAN
db2	439	81	1920000	1910000	5	5	8083383513364144480	8083383513364144480	2410	2400	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	81	1930000	1920000	8	5	-535077561856144160	8083383513364144480	2375	2410	FILTER,GRPBY,HSJOIN,MSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	83	710000	700000	8	8	-7659449817608729376	620204365959974112	870	695	FILTER,GRPBY,HSJOIN,MSJOIN,RETURN,SORT,TBSCAN	FILTER,GRPBY,HSJOIN,MSJOIN,RETURN,SORT,TBSCAN
db2	439	83	1380000	1370000	5	5	4160397525056759648	-6553842905469004448	1970	2005	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	83	1470000	1460000	8	5	-8852253573799654176	4160397525056759648	2230	2080	FILTER,GRPBY,HSJOIN,MSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	83	1490000	1480000	8	5	-8852253573799654176	-6553842905469004448	2260	2190	FILTER,GRPBY,HSJOIN,MSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	83	1510000	1500000	8	5	-8852253573799654176	-6553842905469004448	2280	2240	FILTER,GRPBY,HSJOIN,MSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	83	1600000	1590000	8	5	-8852253573799654176	-6553842905469004448	2400	2410	FILTER,GRPBY,HSJOIN,MSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	83	1910000	1900000	5	8	-6553842905469004448	-8852253573799654176	3080	2795	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	FILTER,GRPBY,HSJOIN,MSJOIN,RETURN,SORT,TBSCAN
db2	439	86	180000	170000	3	3	-1409202400199123488	8473538960583360096	250	290	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	439	87	300000	290000	5	5	4763803552871309152	-6677760485700701856	180	155	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	87	870000	860000	5	5	9017726431790484832	-6677760485700701856	945	710	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	87	900000	890000	5	5	9017726431790484832	9017726431790484832	990	970	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	87	1100000	1090000	5	5	-6677760485700701856	9017726431790484832	1075	1285	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	87	1730000	1720000	5	8	9017726431790484832	1573307007117184224	2590	1890	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	FILTER,GRPBY,HSJOIN,MSJOIN,RETURN,SORT,TBSCAN
db2	439	87	1770000	1760000	5	8	9017726431790484832	1573307007117184224	2680	1970	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	FILTER,GRPBY,HSJOIN,MSJOIN,RETURN,SORT,TBSCAN
db2	439	89	1000000	990000	5	5	-4026634461117954720	-6272238978637146784	900	915	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	91	650000	640000	5	5	9017726431790484832	4763803552871309152	830	560	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	91	860000	850000	5	5	4763803552871309152	9017726431790484832	1170	1250	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	91	880000	870000	5	5	4763803552871309152	9017726431790484832	1220	1295	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	91	890000	880000	5	5	9017726431790484832	4763803552871309152	1340	1220	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	91	920000	910000	5	5	9017726431790484832	-5728584080161399456	1420	1255	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	91	1100000	1090000	5	5	-5728584080161399456	9017726431790484832	1710	1840	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	91	1110000	1100000	5	5	9017726431790484832	-5728584080161399456	1890	1710	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	91	1470000	1460000	5	5	9017726431790484832	-5728584080161399456	2945	2780	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	439	91	1770000	1760000	5	5	9017726431790484832	-5728584080161399456	3990	3855	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
